Division,Zila,Upazila/Thana,CityCorp/Paurasava,Union/Ward,Name
30,68,63,15,04,WARD NO-04
30,68,63,15,05,WARD NO-05
30,68,63,15,06,WARD NO-06
30,68,63,15,07,WARD NO-07
30,68,63,15,08,WARD NO-08
30,68,63,15,09,WARD NO-09
30,68,63,99,15,CHAR SINDUR
30,68,63,99,31,DANGA
30,68,63,99,47,GAZARIA
30,68,63,99,79,JINARDI
30,68,64,,,ROYPURA
30,68,64,80,,ROYPURA PAURASHAVA
30,68,64,80,01,WARD NO-01
30,68,64,80,02,WARD NO-02
30,68,64,80,03,WARD NO-03
30,68,64,80,04,WARD NO-04
30,68,64,80,05,WARD NO-05
30,68,64,80,06,WARD NO-06
30,68,64,80,07,WARD NO-07
30,68,64,80,08,WARD NO-08
30,68,64,80,09,WARD NO-09
30,68,64,99,10,AMIRGANJ
30,68,64,99,12,ADIABAD
30,68,64,99,14,ALIPURA
30,68,64,99,16,BANSHGARI
30,68,64,99,23,CHANDERKANDI
30,68,64,99,27,CHANDPUR
30,68,64,99,30,CHAR ARALIA
30,68,64,99,33,CHAR MADHUA
30,68,64,99,37,CHAR SUBUDDI
30,68,64,99,40,DAUKAR CHAR
30,68,64,99,44,HAIRMARA
30,68,64,99,47,MAHESHPUR
30,68,64,99,50,MARJAL
30,68,64,99,54,MIRZANAGAR
30,68,64,99,57,MIRZAPUR
30,68,64,99,61,MIRZAR CHAR
30,68,64,99,64,MUSAPUR
30,68,64,99,71,NILAKHYA
30,68,64,99,74,PALASHTALI
30,68,64,99,78,PARATALI
30,68,64,99,81,RADHANAGAR
30,68,64,99,84,ROYPURA
30,68,64,99,91,SREENAGAR
30,68,64,99,94,UTTAR BAKHARNAGAR
30,68,76,,,SHIBPUR
30,68,76,87,,SHIBPUR PAURASHAVA
30,68,76,87,01,WARD NO-01
30,68,76,87,02,WARD NO-02
30,68,76,87,03,WARD NO-03
30,68,76,87,04,WARD NO-04
30,68,76,87,05,WARD NO-05
30,68,76,87,06,WARD NO-06
30,68,76,87,07,WARD NO-07
30,68,76,87,08,WARD NO-08
30,68,76,87,09,WARD NO-09
30,68,76,99,10,AYUBPUR
30,68,76,99,21,BAGHABA
30,68,76,99,31,CHAK RADHA
30,68,76,99,42,DULALPUR
30,68,76,99,52,JOSAR
30,68,76,99,63,JOYNAGAR
30,68,76,99,73,MASIMPUR
30,68,76,99,84,PUTIA
30,68,76,99,94,SADHAR CHAR
30,72,,,,NETRAKONA
30,72,04,,,ATPARA
30,72,04,99,11,BANIAJAN
30,72,04,99,23,DUAZ
30,72,04,99,35,LONESHWAR
30,72,04,99,47,SARMAISA
30,72,04,99,59,SUKHARI
30,72,04,99,71,SONAI
30,72,04,99,83,TELIGATI
30,72,09,,,BARHATTA
30,72,09,99,11,ASMA
30,72,09,99,23,BARHATTA
30,72,09,99,35,BAUSHI
30,72,09,99,47,CHHIRAM
30,72,09,99,59,ROYPUR
30,72,09,99,71,SAHATA
30,72,09,99,83,SINGDHA
30,72,18,,,DURGAPUR
30,72,18,20,,DURGAPUR PAURASAVA
30,72,18,20,01,WARD NO-01
30,72,18,20,02,WARD NO-02
30,72,18,20,03,WARD NO-03
30,72,18,20,04,WARD NO-04
30,72,18,20,05,WARD NO-05
30,72,18,20,06,WARD NO-06
30,72,18,20,07,WARD NO-07
30,72,18,20,08,WARD NO-08
30,72,18,20,09,WARD NO-09
30,72,18,99,12,BAKALJORA
30,72,18,99,17,BIRISIRI
30,72,18,99,25,CHANDIGARH
30,72,18,99,51,DURGAPUR
30,72,18,99,69,GAOKANDIA
30,72,18,99,77,KAKAIRGARA
30,72,18,99,86,KULLAGORA
30,72,38,,,KHALIAJURI
30,72,38,99,13,CHAKUA
30,72,38,99,27,GAZIPUR
30,72,38,99,40,KHALIAJURI
30,72,38,99,54,KRISHNAPUR
30,72,38,99,67,MENDIPUR
30,72,38,99,81,NAGAR
30,72,40,,,KALMAKANDA
30,72,40,99,11,BARA KHARPAN
30,72,40,99,23,KAILATI
30,72,40,99,35,KALMAKANDA
30,72,40,99,47,KHARNAI
30,72,40,99,59,LENGURA
30,72,40,99,71,NAZIRPUR
30,72,40,99,83,POGLA
30,72,40,99,95,RANGCHHATI
30,72,47,,,KENDUA
30,72,47,40,,KENDUA PAURASAVA
30,72,47,40,01,WARD NO-01
30,72,47,40,02,WARD NO-02
30,72,47,40,03,WARD NO-03
30,72,47,40,04,WARD NO-04
30,72,47,40,05,WARD NO-05
30,72,47,40,06,WARD NO-06
30,72,47,40,07,WARD NO-07
30,72,47,40,08,WARD NO-08
30,72,47,40,09,WARD NO-09
30,72,47,99,11,ASUJIA
30,72,47,99,13,BALAISHIMUL
30,72,47,99,20,CHIRANG
30,72,47,99,27,DALPA
30,72,47,99,33,GARADOBA
30,72,47,99,40,GANDA
30,72,47,99,47,KANDIURA
30,72,47,99,61,MASHKA
30,72,47,99,67,MUZAFFARPUR
30,72,47,99,74,NOAPARA
30,72,47,99,81,PAIKURA
30,72,47,99,88,ROAILBARI
30,72,47,99,94,SANDIKONA
30,72,56,,,MADAN
30,72,56,50,,MADAN PAURASAVA
30,72,56,50,01,WARD NO-01
30,72,56,50,02,WARD NO-02
30,72,56,50,03,WARD NO-03
30,72,56,50,04,WARD NO-04
30,72,56,50,05,WARD NO-05
30,72,56,50,06,WARD NO-06
30,72,56,50,07,WARD NO-07
30,72,56,50,08,WARD NO-08
30,72,56,50,09,WARD NO-09
30,72,56,99,10,FATEHPUR
30,72,56,99,21,GOBINDASREE
30,72,56,99,31,CHANDGAON
30,72,56,99,42,KAITAIL
30,72,56,99,52,MADAN
30,72,56,99,63,MAGHAN
30,72,56,99,73,NAYEKPUR
30,72,56,99,84,TIASREE
30,72,63,,,MOHANGANJ
30,72,63,60,,MOHANGANJ PAURASAVA
30,72,63,60,01,WARD NO-01
30,72,63,60,02,WARD NO-02
30,72,63,60,03,WARD NO-03
30,72,63,60,04,WARD NO-04
30,72,63,60,05,WARD NO-05
30,72,63,60,06,WARD NO-06
30,72,63,60,07,WARD NO-07
30,72,63,60,08,WARD NO-08
30,72,63,60,09,WARD NO-09
30,72,63,99,10,BARKASHIA BIRAMP
30,72,63,99,21,BARATALI BANIHARI
30,72,63,99,31,GAGLAJUR
30,72,63,99,42,MAGHAN SIADHAR
30,72,63,99,63,SAMAJ SAHILDEO
30,72,63,99,73,SUAIR
30,72,63,99,84,TENTULIA
30,72,74,,,NETROKONA SADAR
30,72,74,80,,NETROKONA PAURASAVA
30,72,74,80,01,WARD NO-01
30,72,74,80,02,WARD NO-02
30,72,74,80,03,WARD NO-03
30,72,74,80,04,WARD NO-04
30,72,74,80,05,WARD NO-05
30,72,74,80,06,WARD NO-06
30,72,74,80,07,WARD NO-07
30,72,74,80,08,WARD NO-08
30,72,74,80,09,WARD NO-09
30,72,74,99,13,AMTALA
30,72,74,99,15,CHALLISHA
30,72,74,99,23,DAKSHIN BISHIURA
30,72,74,99,31,KAILATI
30,72,74,99,39,KALIARA GABRAGAT
30,72,74,99,47,LAKSHMIGANJ
30,72,74,99,54,MADANPUR
30,72,74,99,55,MEDNI
30,72,74,99,63,MAUGATI
30,72,74,99,79,RAUHA
30,72,74,99,87,SINGHAR BANGLA
30,72,74,99,94,THAKURAKONA
30,72,83,,,PURBADHALA
30,72,83,99,13,AGIA
30,72,83,99,15,BAIRATI
30,72,83,99,23,BISHKAKUNI
30,72,83,99,31,DHALA MULGAON
30,72,83,99,39,GHAGRA
30,72,83,99,55,GOHALAKANDA
30,72,83,99,63,HOGLA
30,72,83,99,71,JARIA
30,72,83,99,79,KHALISHAUR
30,72,83,99,87,NARANDIA
30,72,83,99,94,PURBADHALA
30,82,,,,RAJBARI
30,82,07,,,BALIAKANDI
30,82,07,99,17,BAHARPUR
30,82,07,99,19,BALIAKANDI
30,82,07,99,47,ISLAMPUR
30,82,07,99,57,JAMALPUR
30,82,07,99,66,JANGAL
30,82,07,99,85,NARUA
30,82,07,99,95,NAWABPUR
30,82,29,,,GOALANDA
30,82,29,22,,GOALANDAGHAT PAURASHAVA
30,82,29,22,01,WARD NO-01
30,82,29,22,02,WARD NO-02
30,82,29,22,03,WARD NO-03
30,82,29,22,04,WARD NO-04
30,82,29,22,05,WARD NO-05
30,82,29,22,06,WARD NO-06
30,82,29,22,07,WARD NO-07
30,82,29,22,08,WARD NO-08
30,82,29,22,09,WARD NO-09
30,82,29,99,19,CHHOTA BHAKLA
30,82,29,99,38,DAULATDIA
30,82,29,99,57,DEBAGRAM
30,82,29,99,76,UJAN CHAR
30,82,47,,,KALUKHALI
30,82,47,99,18,BOALIA
30,82,47,99,30,KALIKAPUR
30,82,47,99,55,MAJHBARI
30,82,47,99,60,MADAPUR
30,82,47,99,70,MRIGI
30,82,47,99,85,RATANDIA
30,82,47,99,95,SAORAIL
30,82,73,,,PANGSHA
30,82,73,33,,PANGSHA PAURASHAVA
30,82,73,33,01,WARD NO-01
30,82,73,33,02,WARD NO-02
30,82,73,33,03,WARD NO-03
30,82,73,33,04,WARD NO-04
30,82,73,33,05,WARD NO-05
30,82,73,33,06,WARD NO-06
30,82,73,33,07,WARD NO-07
30,82,73,33,08,WARD NO-08
30,82,73,33,09,WARD NO-09
30,82,73,99,16,BAHADURPUR
30,82,73,99,20,HABASPUR
30,82,73,99,25,JASHAI
30,82,73,99,35,KALIMAHAR
30,82,73,99,40,KASBA MAJHAIL
30,82,73,99,50,MACHH PARA
30,82,73,99,65,MAURAT
30,82,73,99,75,BABUPARA
30,82,73,99,80,PATTA
30,82,73,99,90,SARISHA
30,82,76,,,RAJBARI SADAR
30,82,76,66,,RAJBARI PAURASHAVA
30,82,76,66,01,WARD NO-01
30,82,76,66,02,WARD NO-02
30,82,76,66,03,WARD NO-03
30,82,76,66,04,WARD NO-04
30,82,76,66,05,WARD NO-05
30,82,76,66,06,WARD NO-06
30,82,76,66,07,WARD NO-07
30,82,76,66,08,WARD NO-08
30,82,76,66,09,WARD NO-09
30,82,76,99,12,ALIPUR
30,82,76,99,14,BANIBAHA
30,82,76,99,21,BARAT
30,82,76,99,29,BASANTAPUR
30,82,76,99,32,CHANDANI
30,82,76,99,36,DADSHI
30,82,76,99,43,KHANKHANAPUR
30,82,76,99,45,KHANGANJ
30,82,76,99,51,MIZANPUR
30,82,76,99,58,MULGHAR
30,82,76,99,65,PANCHURIA
30,82,76,99,80,RAMKANTAPUR
30,82,76,99,87,SHAHID WAHABPUR
30,82,76,99,94,SULTANPUR
30,86,,,,SHARIATPUR
30,86,14,,,BHEDARGANJ
30,86,14,16,,BHEDARGANJ PAURASHAVA
30,86,14,16,01,WARD NO-01
30,86,14,16,02,WARD NO-02
30,86,14,16,03,WARD NO-03
30,86,14,16,04,WARD NO-04
30,86,14,16,05,WARD NO-05
30,86,14,16,06,WARD NO-06
30,86,14,16,07,WARD NO-07
30,86,14,16,08,WARD NO-08
30,86,14,16,09,WARD NO-09
30,86,14,99,12,ARSHI NAGAR
30,86,14,99,15,CHAR BHAGA
30,86,14,99,17,CHAR KUMARIA
30,86,14,99,25,CHHAYGAON
30,86,14,99,28,CHAR CENSUS
30,86,14,99,32,DHAKHIN TARABUNIA
30,86,14,99,43,DIGAR MAHISHKHALI
30,86,14,99,51,KACHIKATA
30,86,14,99,60,MAHISAR
30,86,14,99,69,NARAYANPUR
30,86,14,99,77,RAMBHADRAPUR
30,86,14,99,86,SAKHIPUR
30,86,14,99,94,TARABUNIA
30,86,25,,,DAMUDYA
30,86,25,33,,DAMUDYA PAURASHAVA
30,86,25,33,01,WARD NO-01
30,86,25,33,02,WARD NO-02
30,86,25,33,03,WARD NO-03
30,86,25,33,04,WARD NO-04
30,86,25,33,05,WARD NO-05
30,86,25,33,06,WARD NO-06
30,86,25,33,07,WARD NO-07
30,86,25,33,08,WARD NO-08
30,86,25,33,09,WARD NO-09
30,86,25,99,23,DARUL AMAN
30,86,25,99,35,DHANKATI
30,86,25,99,40,ISLAM PUR
30,86,25,99,47,KANESHWAR
30,86,25,99,59,PURBA DAMUDYA
30,86,25,99,71,SIDULKURA
30,86,25,99,83,SIDYA
30,86,36,,,GOSAIRHAT
30,86,36,99,11,ALADLPUR CHAR
30,86,36,99,23,GOSAIRHAT
30,86,36,99,35,IDILPUR
30,86,36,99,47,KODALPUR
30,86,36,99,51,KUCHAIPATTI
30,86,36,99,59,NAGER PARA
30,86,36,99,71,NALMURI
30,86,36,99,83,SAMANTASAR
30,86,65,,,NARIA
30,86,65,50,,NARIA PAURASHAVA
30,86,65,50,01,WARD NO-01
30,86,65,50,02,WARD NO-02
30,86,65,50,03,WARD NO-03
30,86,65,50,04,WARD NO-04
30,86,65,50,05,WARD NO-05
30,86,65,50,06,WARD NO-06
30,86,65,50,07,WARD NO-07
30,86,65,50,08,WARD NO-08
30,86,65,50,09,WARD NO-09
30,86,65,99,11,BHOJESHWAR
30,86,65,99,12,BHUMKHARA
30,86,65,99,18,BIJHARI
30,86,65,99,25,CHAMTA
30,86,65,99,31,CHAR ATRA
30,86,65,99,37,DINGA MANIK
30,86,65,99,44,FATEH JANGAPUR
30,86,65,99,50,GHARISAR
30,86,65,99,56,JAPSA
30,86,65,99,63,KEDARPUR
30,86,65,99,69,MUKTARER CHAR
30,86,65,99,82,NASASAN
30,86,65,99,88,NOAPARA
30,86,65,99,94,RAJNAGAR
30,86,69,,,SHARIATPUR SADAR
30,86,69,66,,SHARIATPUR PAURASHAVA
30,86,69,66,01,WARD NO-01
30,86,69,66,02,WARD NO-02
30,86,69,66,03,WARD NO-03
30,86,69,66,04,WARD NO-04
30,86,69,66,05,WARD NO-05
30,86,69,66,06,WARD NO-06
30,86,69,66,07,WARD NO-07
30,86,69,66,08,WARD NO-08
30,86,69,66,09,WARD NO-09
30,86,69,99,17,ANGARIA
30,86,69,99,19,BINODPUR
30,86,69,99,28,CHANDRAPUR
30,86,69,99,38,CHIKANDI
30,86,69,99,47,CHITALIA
30,86,69,99,57,DOMSAR
30,86,69,99,62,MOHAMMADPUR
30,86,69,99,66,PALONG
30,86,69,99,76,RUDRAKAR
30,86,69,99,85,SHAUL PARA
30,86,69,99,95,TULASAR
30,86,94,,,ZANJIRA
30,86,94,83,,ZANJIRA PAURASHAVA
30,86,94,83,01,WARD NO-01
30,86,94,83,02,WARD NO-02
30,86,94,83,03,WARD NO-03
30,86,94,83,04,WARD NO-04
30,86,94,83,05,WARD NO-05
30,86,94,83,06,WARD NO-06
30,86,94,83,07,WARD NO-07
30,86,94,83,08,WARD NO-08
30,86,94,83,09,WARD NO-09
30,86,94,99,12,BARA GOPALPUR
30,86,94,99,14,BARAKANDI
30,86,94,99,21,BARA KRISHNAGAR
30,86,94,99,29,BILASPUR
30,86,94,99,43,JOYNAGAR
30,86,94,99,51,KUNDER CHAR
30,86,94,99,58,MULNA
30,86,94,99,65,NAODOBA
30,86,94,99,73,PALER CHAR
30,86,94,99,80,PURBA NAODOBA
30,86,94,99,87,SENER CHAR
30,86,94,99,94,ZANJIRA
30,89,,,,SHERPUR
30,89,37,,,JHENAIGATI
30,89,37,99,12,DHANSHAIL
30,89,37,99,15,GAURIPUR
30,89,37,99,17,HATIBANDHA MALIJHIKANDA
30,89,37,99,25,JHENAIGATI
30,89,37,99,43,KANGSHA
30,89,37,99,50,MALIJHIKANDA
30,89,37,99,60,NALKURA
30,89,67,,,NAKLA
30,89,67,22,,NAKLA PAURASHAVA
30,89,67,22,01,WARD NO-01
30,89,67,22,02,WARD NO-02
30,89,67,22,03,WARD NO-03
30,89,67,22,04,WARD NO-04
30,89,67,22,05,WARD NO-05
30,89,67,22,06,WARD NO-06
30,89,67,22,07,WARD NO-07
30,89,67,22,08,WARD NO-08
30,89,67,22,09,WARD NO-09
30,89,67,99,17,BANESHWARDI
30,89,67,99,19,CHANDRAKONA
30,89,67,99,28,CHAR ASHTADHAR
30,89,67,99,38,GANAPADDI
30,89,67,99,47,GOURDWAR
30,89,67,99,57,NAKLA
30,89,67,99,66,PATHAKATA
30,89,67,99,76,TALKI
30,89,67,99,85,URPHA
30,89,70,,,NALITABARI
30,89,70,33,,NALITABARI PAURASHAVA
30,89,70,33,01,WARD NO-01
30,89,70,33,02,WARD NO-02
30,89,70,33,03,WARD NO-03
30,89,70,33,04,WARD NO-04
30,89,70,33,05,WARD NO-05
30,89,70,33,06,WARD NO-06
30,89,70,33,07,WARD NO-07
30,89,70,33,08,WARD NO-08
30,89,70,33,09,WARD NO-09
30,89,70,99,30,BAGHBER
30,89,70,99,34,JOGANIA
30,89,70,99,38,KAKARKANDI
30,89,70,99,41,KALASPUR
30,89,70,99,51,NALITABARI
30,89,70,99,55,NAYABIL
30,89,70,99,69,NUNNI
30,89,70,99,72,MARICHPURA
30,89,70,99,75,PORAGAON
30,89,70,99,77,RAJNAGAR
30,89,70,99,86,RAMCHANDRAKURA MANDALIA
30,89,70,99,94,RUPNARAYANKURA
30,89,88,,,SHERPUR SADAR
30,89,88,66,,SHERPUR PAURASHAVA
30,89,88,66,01,WARD NO-01
30,89,88,66,02,WARD NO-02
30,89,88,66,03,WARD NO-03
30,89,88,66,04,WARD NO-04
30,89,88,66,05,WARD NO-05
30,89,88,66,06,WARD NO-06
30,89,88,66,07,WARD NO-07
30,89,88,66,08,WARD NO-08
30,89,88,66,09,WARD NO-09
30,89,88,99,11,BAJITKHILA
30,89,88,99,13,BALAIR CHAR
30,89,88,99,15,BETMARI GHUGHURAKANDI
30,89,88,99,20,BHATSALA
30,89,88,99,27,CHAR MUCHARIA
30,89,88,99,33,CHAR PAKSHIMARI
30,89,88,99,40,CHAR SHERPUR
30,89,88,99,47,DHALA
30,89,88,99,54,GHAZIR KHAMAR
30,89,88,99,61,KAMARER CHAR
30,89,88,99,67,KAMARIA
30,89,88,99,74,LAKSHMANPUR
30,89,88,99,81,PAKURIA
30,89,88,99,88,RAUHA
30,89,90,,,SREEBARDI
30,89,90,77,,SREEBARDI PAURASHAVA
30,89,90,77,01,WARD NO-01
30,89,90,77,02,WARD NO-02
30,89,90,77,03,WARD NO-03
30,89,90,77,04,WARD NO-04
30,89,90,77,05,WARD NO-05
30,89,90,77,06,WARD NO-06
30,89,90,77,07,WARD NO-07
30,89,90,77,08,WARD NO-08
30,89,90,77,09,WARD NO-09
30,89,90,99,15,BHELUA
30,89,90,99,31,GARJARIPA
30,89,90,99,39,GOSAIPUR
30,89,90,99,47,KAKILAKURA
30,89,90,99,55,KHARIA KAZIR CHAR
30,89,90,99,63,KURIKAHANIA
30,89,90,99,71,RANI SHIMUL
30,89,90,99,79,SINGA BARUNA
30,89,90,99,86,SREEBARDI
30,89,90,99,94,TANTIHATI
30,93,,,,TANGAIL
30,93,09,,,BASAIL
30,93,09,08,,BASAIL PAURASHAVA
30,93,09,08,01,WARD-01
30,93,09,08,02,WARD-02
30,93,09,08,03,WARD-03
30,93,09,08,04,WARD-04
30,93,09,08,05,WARD-05
30,93,09,08,06,WARD-06
30,93,09,08,07,WARD-07
30,93,09,08,08,WARD-08
30,93,09,08,09,WARD-09
30,93,09,99,11,BASAIL
30,93,09,99,35,FULKI
30,93,09,99,47,HABLA
30,93,09,99,59,KANCHANPUR
30,93,09,99,71,KASHIL
30,93,09,99,83,KAOALJANI
30,93,19,,,BHUAPUR
30,93,19,12,,BHUAPUR PAURASHAVA
30,93,19,12,01,WARD NO-01
30,93,19,12,02,WARD NO-02
30,93,19,12,03,WARD NO-03
30,93,19,12,04,WARD NO-04
30,93,19,12,05,WARD NO-05
30,93,19,12,06,WARD NO-06
30,93,19,12,07,WARD NO-07
30,93,19,12,08,WARD NO-08
30,93,19,12,09,WARD NO-09
30,93,19,99,13,ARJUNA
30,93,19,99,27,ALOA
30,93,19,99,40,FALDA
30,93,19,99,54,GABSARA
30,93,19,99,67,GOBINDASI
30,93,19,99,81,NIKRAIL
30,93,23,,,DELDUAR
30,93,23,99,11,ATIA
30,93,23,99,23,DELDUAR
30,93,23,99,35,DEOLI
30,93,23,99,41,DUBAIL
30,93,23,99,47,ELASIN
30,93,23,99,59,FAZILHATI
30,93,23,99,65,LAUHATI
30,93,23,99,71,PATHRAIL
30,93,25,,,DHANBARI
30,93,25,25,,DHANBARI PAURASAVA
30,93,25,25,01,WARD NO-01
30,93,25,25,02,WARD NO-02
30,93,25,25,03,WARD NO-03
30,93,25,25,04,WARD NO-04
30,93,25,25,05,WARD NO-05
30,93,25,25,06,WARD NO-06
30,93,25,25,07,WARD NO-07
30,93,25,25,08,WARD NO-08
30,93,25,25,09,WARD NO-09
30,93,25,99,21,BALIBHADRA
30,93,25,99,25,BANIAJAN
30,93,25,99,38,BIRTARA
30,93,25,99,47,JADUNATHPUR
30,93,25,99,57,DHOPAKHALI
30,93,25,99,68,JADUNATHPUR
30,93,25,99,80,MUSUDDI
30,93,25,99,85,PAISKA
30,93,28,,,GHATAIL
30,93,28,37,,GHATAIL PAURASHAVA
30,93,28,37,01,WARD NO-01
30,93,28,37,02,WARD NO-02
30,93,28,37,03,WARD NO-03
30,93,28,37,04,WARD NO-04
30,93,28,37,05,WARD NO-05
30,93,28,37,06,WARD NO-06
30,93,28,37,07,WARD NO-07
30,93,28,37,08,WARD NO-08
30,93,28,37,09,WARD NO-09
30,93,28,99,15,ANEHOLA
30,93,28,99,17,DEULABARI
30,93,28,99,25,DEOPARA
30,93,28,99,34,DHALA PARA
30,93,28,99,43,DIGALKANDI
30,93,28,99,51,DIGAR
30,93,28,99,60,GHATAIL
30,93,28,99,69,JAMURIA
30,93,28,99,77,LAKHER PARA
30,93,28,99,86,RASULPUR
30,93,28,99,94,SANDHANPUR
30,93,28,99,98,GHATAIL CANTT.
30,93,38,,,GOPALPUR
30,93,38,50,,GOPALPUR PAURASHAVA
30,93,38,50,01,WARD NO-01
30,93,38,50,02,WARD NO-02
30,93,38,50,03,WARD NO-03
30,93,38,50,04,WARD NO-04
30,93,38,50,05,WARD NO-05
30,93,38,50,06,WARD NO-06
30,93,38,50,07,WARD NO-07
30,93,38,50,08,WARD NO-08
30,93,38,50,09,WARD NO-09
30,93,38,99,17,ALAMNAGAR
30,93,38,99,21,DHOPAKANDI
30,93,38,99,58,HADIRA
30,93,38,99,65,HEMNAGAR
30,93,38,99,73,JHAWAIL
30,93,38,99,80,MIRZAPUR
30,93,38,99,94,NAGDA SIMLA
30,93,47,,,KALIHATI
30,93,47,30,,ELENGA PAURASHAVA
30,93,47,30,31,WARD NO-01
30,93,47,30,32,WARD NO-02
30,93,47,30,33,WARD NO-03
30,93,47,30,34,WARD NO-04
30,93,47,30,35,WARD NO-05
30,93,47,30,36,WARD NO-06
30,93,47,30,37,WARD NO-07
30,93,47,30,38,WARD NO-08
30,93,47,30,39,WARD NO-09
30,93,47,62,,KALIHATI PAURASHAVA
30,93,47,62,01,WARD NO-01
30,93,47,62,02,WARD NO-02
30,93,47,62,03,WARD NO-03
30,93,47,62,04,WARD NO-04
30,93,47,62,05,WARD NO-05
30,93,47,62,06,WARD NO-06
30,93,47,62,07,WARD NO-07
30,93,47,62,08,WARD NO-08
30,93,47,62,09,WARD NO-09
30,93,47,99,12,BALLA
30,93,47,99,14,BANGRA
30,93,47,99,21,BIR BASUNDA
30,93,47,99,25,DASHKIA
30,93,47,99,29,DURGAPUR
30,93,47,99,43,GOHALIABARI
30,93,47,99,58,KOK DAHARA
30,93,47,99,65,NAGBARI
30,93,47,99,73,NARANDIA
30,93,47,99,80,PAIKARA
30,93,47,99,83,PARKI
30,93,47,99,87,SALLA
30,93,47,99,94,SAHADEBPUR
30,93,57,,,MADHUPUR
30,93,57,75,,MADHUPUR PAURASHAVA
30,93,57,75,01,WARD NO-01
30,93,57,75,02,WARD NO-02
30,93,57,75,03,WARD NO-03
30,93,57,75,04,WARD NO-04
30,93,57,75,05,WARD NO-05
30,93,57,75,06,WARD NO-06
30,93,57,75,07,WARD NO-07
30,93,57,75,08,WARD NO-08
30,93,57,75,09,WARD NO-09
30,93,57,99,21,ALOKDIA
30,93,57,99,24,ARANKHOLA
30,93,57,99,28,AUSNARA
30,93,57,99,66,GOLABARI
30,93,57,99,78,MIRZABARI
30,93,57,99,92,SOLAKURI
30,93,66,,,MIRZAPUR
30,93,66,70,,MIRZAPUR PAURASHAVA
30,93,66,70,01,WARD NO-01
30,93,66,70,02,WARD NO-02
30,93,66,70,03,WARD NO-03
30,93,66,70,04,WARD NO-04
30,93,66,70,05,WARD NO-05
30,93,66,70,06,WARD NO-06
30,93,66,70,07,WARD NO-07
30,93,66,70,08,WARD NO-08
30,93,66,70,09,WARD NO-09
30,93,66,99,13,AJGANA
30,93,66,99,15,ANAITARA
30,93,66,99,23,BAHURIA
30,93,66,99,31,BANAIL
30,93,66,99,34,BANSHTAIL
30,93,66,99,36,BHAORA
30,93,66,99,39,BHATGRAM
30,93,66,99,47,FATEHPUR
30,93,66,99,55,GORAI
30,93,66,99,63,JAMURKI
30,93,66,99,67,LATIFPUR
30,93,66,99,71,MAHERA
30,93,66,99,87,TARAFPUR
30,93,66,99,94,UARSI
30,93,76,,,NAGARPUR
30,93,76,99,10,BEKRA
30,93,76,99,12,BHADRA
30,93,76,99,14,BHARA
30,93,76,99,21,DUPTIAIR
30,93,76,99,36,DHUBARIA
30,93,76,99,43,GAYHATA
30,93,76,99,58,MAMUDNAGAR
30,93,76,99,65,MOKHNA
30,93,76,99,73,NAGARPUR
30,93,76,99,80,PAKUTIA
30,93,76,99,87,SAHABATPUR
30,93,76,99,94,SALIMABAD
30,93,85,,,SAKHIPUR
30,93,85,80,,SAKHIPUR PAURASHAVA
30,93,85,80,01,WARD NO-01
30,93,85,80,02,WARD NO-02
30,93,85,80,03,WARD NO-03
30,93,85,80,04,WARD NO-04
30,93,85,80,05,WARD NO-05
30,93,85,80,06,WARD NO-06
30,93,85,80,07,WARD NO-07
30,93,85,80,08,WARD NO-08
30,93,85,80,09,WARD NO-09
30,93,85,99,13,BAHERATAIL
30,93,85,99,21,DARIAPUR
30,93,85,99,27,GAZARIA
30,93,85,99,40,HATIBANDHA
30,93,85,99,54,JADABPUR
30,93,85,99,67,KAKRAJAN
30,93,85,99,81,KALIA
30,93,85,99,83,KALMEGHA
30,93,95,,,TANGAIL SADAR
30,93,95,87,,TANGAIL PAURASHAVA
30,93,95,87,01,WARD NO-01
30,93,95,87,02,WARD NO-02
30,93,95,87,03,WARD NO-03
30,93,95,87,04,WARD NO-04
30,93,95,87,05,WARD NO-05
30,93,95,87,06,WARD NO-06
30,93,95,87,07,WARD NO-07
30,93,95,87,08,WARD NO-08
30,93,95,87,09,WARD NO-09
30,93,95,87,10,WARD NO-10
30,93,95,87,11,WARD NO-11
30,93,95,87,12,WARD NO-12
30,93,95,87,13,WARD NO-13
30,93,95,87,14,WARD NO-14 (PART)
30,93,95,87,15,WARD NO-15
30,93,95,87,16,WARD NO-16
30,93,95,87,17,WARD NO-17
30,93,95,87,18,WARD NO-18
30,93,95,99,37,BAGHIL
30,93,95,99,39,DANYA
30,93,95,99,41,GALA
30,93,95,99,47,GHARINDA
30,93,95,99,53,HUGRA
30,93,95,99,59,KARATIA
30,93,95,99,65,KATULI
30,93,95,99,71,KAKUA
30,93,95,99,77,MAGRA
30,93,95,99,80,MAHAMUDNAGAR
30,93,95,99,83,SILIMPUR
30,93,95,99,90,PORABARI
40,,,,,KHULNA
40,01,,,,BAGERHAT
40,01,08,,,BAGERHAT SADAR
40,01,08,25,,BAGERHAT PAURASAVA
40,01,08,25,01,WARD NO-01
40,01,08,25,02,WARD NO-02
40,01,08,25,03,WARD NO-03
40,01,08,25,04,WARD NO-04
40,01,08,25,05,WARD NO-05
40,01,08,25,06,WARD NO-06
40,01,08,25,07,WARD NO-07
40,01,08,25,08,WARD NO-08
40,01,08,25,09,WARD NO-09
